job_id,company_id,location,designation,details_id
060923501311,5247,Bangalore,Senior Manager (L5) -Service Purchase,23
060923501310,5247,Kolkata,Senior Manager (L5) - Purchase Powertrain,24
060923501310,5247,Mumbai,Senior Manager (L5) - Purchase Powertrain,24
060923501310,5247,New Delhi,Senior Manager (L5) - Purchase Powertrain,24
060923501310,5247,Hyderabad,Senior Manager (L5) - Purchase Powertrain,24
060923501310,5247,Pune,Senior Manager (L5) - Purchase Powertrain,24
060923501310,5247,Chennai,Senior Manager (L5) - Purchase Powertrain,24
060923501310,5247,Bangalore,Senior Manager (L5) - Purchase Powertrain,24
060923501309,5247,Kolkata,Senior Manager (L5) - Powertrain Crank Shaft Line Production,25
060923501309,5247,Mumbai,Senior Manager (L5) - Powertrain Crank Shaft Line Production,25
060923501309,5247,New Delhi,Senior Manager (L5) - Powertrain Crank Shaft Line Production,25
060923501309,5247,Hyderabad,Senior Manager (L5) - Powertrain Crank Shaft Line Production,25
060923501309,5247,Pune,Senior Manager (L5) - Powertrain Crank Shaft Line Production,25
060923501309,5247,Chennai,Senior Manager (L5) - Powertrain Crank Shaft Line Production,25
060923501309,5247,Bangalore,Senior Manager (L5) - Powertrain Crank Shaft Line Production,25
060923501308,5247,Kolkata,Senior Manager (L5) - Logistics Purchase,26
060923501308,5247,Mumbai,Senior Manager (L5) - Logistics Purchase,26
060923501308,5247,New Delhi,Senior Manager (L5) - Logistics Purchase,26
060923501308,5247,Hyderabad,Senior Manager (L5) - Logistics Purchase,26
060923501308,5247,Pune,Senior Manager (L5) - Logistics Purchase,26
060923501308,5247,Chennai,Senior Manager (L5) - Logistics Purchase,26
060923501308,5247,Bangalore,Senior Manager (L5) - Logistics Purchase,26
060923501219,1963056,Kolkata,Territory Sales Manager,27
060923501219,1963056,Mumbai,Territory Sales Manager,27
060923501219,1963056,New Delhi,Territory Sales Manager,27
060923501219,1963056,Hyderabad,Territory Sales Manager,27
060923501219,1963056,Pune,Territory Sales Manager,27
060923501219,1963056,Chennai,Territory Sales Manager,27
060923501219,1963056,Bangalore,Territory Sales Manager,27
060923500847,19589,Kolkata,PPM Analyst,28
060923500847,19589,Mumbai,PPM Analyst,28
060923500847,19589,New Delhi,PPM Analyst,28
060923500847,19589,Hyderabad,PPM Analyst,28
060923500847,19589,Pune,PPM Analyst,28
060923500847,19589,Chennai,PPM Analyst,28
060923500847,19589,Bangalore,PPM Analyst,28
060923500846,19589,Kolkata,Oracle HCM Reporting & Analytics Product Manager,29
060923500846,19589,Mumbai,Oracle HCM Reporting & Analytics Product Manager,29
060923500846,19589,New Delhi,Oracle HCM Reporting & Analytics Product Manager,29
060923500846,19589,Hyderabad,Oracle HCM Reporting & Analytics Product Manager,29
060923500846,19589,Pune,Oracle HCM Reporting & Analytics Product Manager,29
060923500846,19589,Chennai,Oracle HCM Reporting & Analytics Product Manager,29
060923500846,19589,Bangalore,Oracle HCM Reporting & Analytics Product Manager,29
060923005340,1384,Kolkata,MLOps _ DevOps,30
060923005340,1384,Hyderabad,MLOps _ DevOps,30
060923005340,1384,Pune,MLOps _ DevOps,30
060923005340,1384,Chennai,MLOps _ DevOps,30
060923005340,1384,Bangalore,MLOps _ DevOps,30
060923005340,1384,Delhi,MLOps _ DevOps,30
060923005340,1384,Mumbai,MLOps _ DevOps,30
050923500958,19589,Kolkata,Senior Analyst,31
050923500958,19589,Mumbai,Senior Analyst,31
050923500958,19589,New Delhi,Senior Analyst,31
050923500958,19589,Hyderabad,Senior Analyst,31
050923500958,19589,Pune,Senior Analyst,31
050923500958,19589,Chennai,Senior Analyst,31
050923500958,19589,Bangalore,Senior Analyst,31
050823905930,7682,Kolkata,CN - Strategy - MC - Travel - 07,32
050823905930,7682,Mumbai,CN - Strategy - MC - Travel - 07,32
050823905930,7682,Hyderabad,CN - Strategy - MC - Travel - 07,32
050823905930,7682,Pune,CN - Strategy - MC - Travel - 07,32
050823905930,7682,Gurgaon,CN - Strategy - MC - Travel - 07,32
050823905930,7682,Chennai,CN - Strategy - MC - Travel - 07,32
050823905930,7682,Bangalore,CN - Strategy - MC - Travel - 07,32
040923007024,717,Kolkata,Ping Federate,33
040923007024,717,West Bengal,Ping Federate,33
040923007024,717,Mumbai,Ping Federate,33
040923007024,717,Maharashtra,Ping Federate,33
040923007024,717,Hyderabad,Ping Federate,33
040923007024,717,Telangana,Ping Federate,33
040923007024,717,Pune,Ping Federate,33
040923007024,717,Gurgaon,Ping Federate,33
040923007024,717,Haryana,Ping Federate,33
040923007024,717,Chennai,Ping Federate,33
040923007024,717,Tamil Nadu,Ping Federate,33
040923007024,717,Bangalore,Ping Federate,33
040923007024,717,Karnataka,Ping Federate,33
040823909317,7682,Kolkata,Knowledge Management Associate Manager,34
040823909317,7682,Mumbai,Knowledge Management Associate Manager,34
040823909317,7682,Hyderabad,Knowledge Management Associate Manager,34
040823909317,7682,Pune,Knowledge Management Associate Manager,34
040823909317,7682,Gurgaon,Knowledge Management Associate Manager,34
040823909317,7682,Chennai,Knowledge Management Associate Manager,34
040823909317,7682,Bangalore,Knowledge Management Associate Manager,34
040823908267,7682,Kolkata,CN - Strategy - MC - Travel - 09,35
040823908267,7682,Mumbai,CN - Strategy - MC - Travel - 09,35
040823908267,7682,Hyderabad,CN - Strategy - MC - Travel - 09,35
040823908267,7682,Pune,CN - Strategy - MC - Travel - 09,35
040823908267,7682,Gurgaon,CN - Strategy - MC - Travel - 09,35
040823908267,7682,Chennai,CN - Strategy - MC - Travel - 09,35
040823908267,7682,Bangalore,CN - Strategy - MC - Travel - 09,35
040823904931,7682,Kolkata,CN - Strategy - MC - Travel,36
040823904931,7682,Mumbai,CN - Strategy - MC - Travel,36
040823904931,7682,Hyderabad,CN - Strategy - MC - Travel,36
040823904931,7682,Pune,CN - Strategy - MC - Travel,36
040823904931,7682,Gurgaon,CN - Strategy - MC - Travel,36
040823904931,7682,Chennai,CN - Strategy - MC - Travel,36
040823904931,7682,Bangalore,CN - Strategy - MC - Travel,36
040823904748,7682,Kolkata,CN - Health - EMR - Associate Manager,37
040823904748,7682,Mumbai,CN - Health - EMR - Associate Manager,37
040823904748,7682,Hyderabad,CN - Health - EMR - Associate Manager,37
040823904748,7682,Pune,CN - Health - EMR - Associate Manager,37
040823904748,7682,Gurgaon,CN - Health - EMR - Associate Manager,37
040823904748,7682,Chennai,CN - Health - EMR - Associate Manager,37
040823904748,7682,Bangalore,CN - Health - EMR - Associate Manager,37
020923500962,5390242,Kolkata,Apprentice,38
020923500962,5390242,Mumbai,Apprentice,38
020923500962,5390242,New Delhi,Apprentice,38
020923500962,5390242,Hyderabad,Apprentice,38
020923500962,5390242,Pune,Apprentice,38
020923500962,5390242,Chennai,Apprentice,38
020923500962,5390242,Bangalore,Apprentice,38
310123024348,2114,Hyderabad,Blue Prism Developer,39
310123024348,2114,Pune,Blue Prism Developer,39
310123024348,2114,Maharashtra,Blue Prism Developer,39
310123024348,2114,Chennai,Blue Prism Developer,39
310123024348,2114,Bangalore,Blue Prism Developer,39
310123024348,2114,Karnataka,Blue Prism Developer,39
310123024348,2114,Delhi,Blue Prism Developer,39
310123024348,2114,Mumbai,Blue Prism Developer,39
310123024299,2114,Hyderabad,Uipath Developer,40
310123024299,2114,Pune,Uipath Developer,40
310123024299,2114,Chennai,Uipath Developer,40
310123024299,2114,Bangalore,Uipath Developer,40
310123024299,2114,Delhi,Uipath Developer,40
310123024299,2114,Mumbai,Uipath Developer,40
080923907784?src=jobsearchDesk&sid=16941696555883068&xp=2&px=3,1384,Noida,SAST Subject matter expert,41
080923907784?src=jobsearchDesk&sid=16941696555883068&xp=2&px=3,1384,Mumbai,SAST Subject matter expert,41
080923907784?src=jobsearchDesk&sid=16941696555883068&xp=2&px=3,1384,Hyderabad,SAST Subject matter expert,41
080923907784?src=jobsearchDesk&sid=16941696555883068&xp=2&px=3,1384,Pune,SAST Subject matter expert,41
080923907784?src=jobsearchDesk&sid=16941696555883068&xp=2&px=3,1384,Gurgaon,SAST Subject matter expert,41
080923907784?src=jobsearchDesk&sid=16941696555883068&xp=2&px=3,1384,Chennai,SAST Subject matter expert,41
080923907784?src=jobsearchDesk&sid=16941696555883068&xp=2&px=3,1384,Bangalore,SAST Subject matter expert,41
080923906862,7682,Mumbai,GN - Strategy - MC - SC&O - SC Digital Core S4 - Consultant,42
080923906862,7682,Hyderabad,GN - Strategy - MC - SC&O - SC Digital Core S4 - Consultant,42
080923906862,7682,Pune,GN - Strategy - MC - SC&O - SC Digital Core S4 - Consultant,42
080923906862,7682,Gurgaon,GN - Strategy - MC - SC&O - SC Digital Core S4 - Consultant,42
080923906862,7682,Bangalore,GN - Strategy - MC - SC&O - SC Digital Core S4 - Consultant,42
080923906716,7682,Mumbai,GN - Strategy - MC - T&O - Instructional Design - 06,43
080923906716,7682,Hyderabad,GN - Strategy - MC - T&O - Instructional Design - 06,43
080923906716,7682,Pune,GN - Strategy - MC - T&O - Instructional Design - 06,43
080923906716,7682,Gurgaon,GN - Strategy - MC - T&O - Instructional Design - 06,43
080923906716,7682,Chennai,GN - Strategy - MC - T&O - Instructional Design - 06,43
080923906716,7682,Bangalore,GN - Strategy - MC - T&O - Instructional Design - 06,43
080923005591,1066,Noida,Mainframe Consultant,44
080923005591,1066,Mumbai,Mainframe Consultant,44
080923005591,1066,Hyderabad,Mainframe Consultant,44
080923005591,1066,Pune,Mainframe Consultant,44
080923005591,1066,Chennai,Mainframe Consultant,44
080923005591,1066,Bangalore,Mainframe Consultant,44
070923906544,7682,Mumbai,GN - Strategy - MC - SC&O - SC Digital Core S4 - Senior Manager,45
070923906544,7682,Hyderabad,GN - Strategy - MC - SC&O - SC Digital Core S4 - Senior Manager,45
070923906544,7682,Pune,GN - Strategy - MC - SC&O - SC Digital Core S4 - Senior Manager,45
070923906544,7682,Gurgaon,GN - Strategy - MC - SC&O - SC Digital Core S4 - Senior Manager,45
070923906544,7682,Bangalore,GN - Strategy - MC - SC&O - SC Digital Core S4 - Senior Manager,45
070923905324,7682,Mumbai,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,46
070923905324,7682,Hyderabad,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,46
070923905324,7682,Pune,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,46
070923905324,7682,Gurgaon,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,46
070923905324,7682,Bangalore,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,46
070923900140,11244,Mumbai,SAP CRM Consultant,47
070923900140,11244,Chandigarh,SAP CRM Consultant,47
070923900140,11244,Indore,SAP CRM Consultant,47
070923900140,11244,Hyderabad,SAP CRM Consultant,47
070923900140,11244,Pune,SAP CRM Consultant,47
070923900140,11244,Chennai,SAP CRM Consultant,47
070923900140,11244,Jaipur,SAP CRM Consultant,47
070923900140,11244,Bangalore,SAP CRM Consultant,47
070923900140,11244,Trivandrum,SAP CRM Consultant,47
070923005476,142075,Hyderabad,.Net Fullstack - Technical Lead,48
070923005476,142075,Telangana,.Net Fullstack - Technical Lead,48
070923005476,142075,Pune,.Net Fullstack - Technical Lead,48
070923005476,142075,Maharashtra,.Net Fullstack - Technical Lead,48
070923005476,142075,Gurgaon,.Net Fullstack - Technical Lead,48
070923005476,142075,Haryana,.Net Fullstack - Technical Lead,48
070923005476,142075,Chennai,.Net Fullstack - Technical Lead,48
070923005476,142075,Tamil Nadu,.Net Fullstack - Technical Lead,48
070923005476,142075,Bangalore,.Net Fullstack - Technical Lead,48
070923005476,142075,Mumbai,.Net Fullstack - Technical Lead,48
070923004656,142075,Hyderabad,.Net Fullstack Developer,49
070923004656,142075,Telangana,.Net Fullstack Developer,49
070923004656,142075,Pune,.Net Fullstack Developer,49
070923004656,142075,Maharashtra,.Net Fullstack Developer,49
070923004656,142075,Gurgaon,.Net Fullstack Developer,49
070923004656,142075,Haryana,.Net Fullstack Developer,49
070923004656,142075,Chennai,.Net Fullstack Developer,49
070923004656,142075,Tamil Nadu,.Net Fullstack Developer,49
070923004656,142075,Bangalore,.Net Fullstack Developer,49
070923004656,142075,Karnataka,.Net Fullstack Developer,49
070923004656,142075,Mumbai,.Net Fullstack Developer,49
060923910742,7682,Mumbai,CN - Comms & Media - Non Networks - Senior Manager,50
060923910742,7682,Hyderabad,CN - Comms & Media - Non Networks - Senior Manager,50
060923910742,7682,Pune,CN - Comms & Media - Non Networks - Senior Manager,50
060923910742,7682,Gurgaon,CN - Comms & Media - Non Networks - Senior Manager,50
060923910742,7682,Bangalore,CN - Comms & Media - Non Networks - Senior Manager,50
060923910739,7682,Mumbai,CN - Strategy - MC - Utilities SAP ISU - 11,51
060923910739,7682,Hyderabad,CN - Strategy - MC - Utilities SAP ISU - 11,51
060923910739,7682,Pune,CN - Strategy - MC - Utilities SAP ISU - 11,51
060923910739,7682,Gurgaon,CN - Strategy - MC - Utilities SAP ISU - 11,51
060923910739,7682,Bangalore,CN - Strategy - MC - Utilities SAP ISU - 11,51
060923910662,7682,Mumbai,CN - Strategy - MC - Utilities Powercloud - 11,52
060923910662,7682,Hyderabad,CN - Strategy - MC - Utilities Powercloud - 11,52
060923910662,7682,Pune,CN - Strategy - MC - Utilities Powercloud - 11,52
060923910662,7682,Gurgaon,CN - Strategy - MC - Utilities Powercloud - 11,52
060923910662,7682,Bangalore,CN - Strategy - MC - Utilities Powercloud - 11,52
060923910661,7682,Mumbai,CN - Industrial - SAP Platforms - Consultant,53
060923910661,7682,New Delhi,CN - Industrial - SAP Platforms - Consultant,53
060923910661,7682,Hyderabad,CN - Industrial - SAP Platforms - Consultant,53
060923910661,7682,Pune,CN - Industrial - SAP Platforms - Consultant,53
060923910661,7682,Gurgaon,CN - Industrial - SAP Platforms - Consultant,53
060923910661,7682,Chennai,CN - Industrial - SAP Platforms - Consultant,53
060923910661,7682,Bangalore,CN - Industrial - SAP Platforms - Consultant,53
060923910655,7682,Mumbai,CN - F&L - SAP Platforms - eWM - Consultant,54
060923910655,7682,Hyderabad,CN - F&L - SAP Platforms - eWM - Consultant,54
060923910655,7682,Pune,CN - F&L - SAP Platforms - eWM - Consultant,54
060923910655,7682,Gurgaon,CN - F&L - SAP Platforms - eWM - Consultant,54
060923910655,7682,Chennai,CN - F&L - SAP Platforms - eWM - Consultant,54
060923910655,7682,Bangalore,CN - F&L - SAP Platforms - eWM - Consultant,54
060923910645,7682,Mumbai,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,55
060923910645,7682,Hyderabad,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,55
060923910645,7682,Pune,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,55
060923910645,7682,Gurgaon,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,55
060923910645,7682,Bangalore,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,55
060923910511,7682,Mumbai,GN - Strategy - MC - SC&O - SC Digital Core S4 - Consultant,56
060923910511,7682,Hyderabad,GN - Strategy - MC - SC&O - SC Digital Core S4 - Consultant,56
060923910511,7682,Pune,GN - Strategy - MC - SC&O - SC Digital Core S4 - Consultant,56
060923910511,7682,Gurgaon,GN - Strategy - MC - SC&O - SC Digital Core S4 - Consultant,56
060923910511,7682,Bangalore,GN - Strategy - MC - SC&O - SC Digital Core S4 - Consultant,56
060923910509,7682,Mumbai,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,57
060923910509,7682,Hyderabad,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,57
060923910509,7682,Pune,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,57
060923910509,7682,Gurgaon,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,57
060923910509,7682,Bangalore,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,57
060923906109,7682,Mumbai,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,58
060923906109,7682,Hyderabad,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,58
060923906109,7682,Pune,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,58
060923906109,7682,Gurgaon,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,58
060923906109,7682,Bangalore,GN - Strategy - MC - SC&O - SC Digital Core S4 - Manager,58
